id,corporation,infodate,texte
532177,2420,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt cumulatif aux actions de priorité ; puis un deuxième prélèvement de 6 % aux actions de priorité. Sur le surplus 6 % aux actions ordinaires, sur le solde 10 % au Conseil d'administration, 70 % à toutes les actions, sauf prélèvement de 6 % en faveur des actions de priorité si ces dernières n'ont pas touché cette somme pendant les années précédentes, 20 % aux parts."
532200,3243,31/12/1927,"Répartition des bénéfices : 5 % au fonds de réserve, prélèvement à fixer en faveur du fonds de réserve spécial, 4 % d'intérêt aux actions, 6 % au Conseil d'administration. Le solde aux actions."
532214,730,31/12/1927,"Répartition des bénéfices : 5 % au moins et 10 % au plus à la réserve légale. Le solde aux actions. Le dividende se paye en juin. Dernier coupon payé, n° 87, le 15 juin 1926, par 20 francs brut et 8 fr. 37 net."
532248,637,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Le solde aux actions. Le dividende se paye les 15 juin (acompte) et 19 décembre (solde). Dernier coupon payé, n° 63, le 15 décembre 1926, par 20 francs brut et 12 fr. 14 net pour les actions anciennes et 10 francs brut pour les actions nouvelles."
532265,3266,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur le surplus : 4 % d'intérêt aux actions. Sur l'excédent : 6 % au conseil d'administration, le solde aux actions.be dividende se paye en novembre."
532281,812,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Le solde aux actions. Le dividende se paye le 1er avril. Dernier coupon payé, n° 46, le 20 décembre 1926 par 40 francs brut et 24 fr. 15 net par action de capital et 15 francs brut et 2 fr. 94 net par action de jouissance."
532302,3069,31/12/1927,"Répartition des bénéfices : 5 % à la réserve, 6 % d'intérêt aux actions, 15 % au conseil d'administration. Sur le solde : 50 % aux actions, 50 % aux parts de fondateur. Dernier coupon payé le 20 juillet 1926, coupon n° 3, par 44 francs brut pour les actions, par 1.200 francs brut pour les parts et coupon n° 9 par 22 fr. 50 brut pour les obligations à revenu variable."
532323,2432,31/12/1927,"Répartition des bénéfices : 5 % d'intérêt aux actions. Sur le solde : 10 % au conseil d'administration, 4 % au personnel, 86 % aux actions. Le dividende se paye en mai. Dernier dividende payé le 7 mai 1926, coupon n° 34, par 200.000 couronnes hongroises."
532343,3705,31/12/1927,"Répartition des bénéfices 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le surplus, 15 % à la direction et aux employés, 15 % au Conseil de surveillance. Le solde aux actions. Dernier coupon payé n° 1 le 20 avril 1926, par 50 francs brut et 33 fr. 70 net."
532362,3271,31/12/1927,"Répartition des bénéfices : 5 % à la réserve, 15 % aux amortissements. Sur l'excédent : 5 % d'intérêt aux actions privilégiées. Sur le surplus : 5 % d'intérêt aux actions ordinaires, rémunération du conseil d'administration. Le solde aux actions. Le dividende se paye en janvier. Dernier coupon payé en janvier 1909 pour l'exercice 1907-1908 sur les actions privilégiées."
532377,1641,31/12/1927,"Répartition des bénéfices : 5 % pour la réserve légale ; prélèvements facultatifs pour les institutions de prévoyance ; sur le surplus 1 1/2 % au Conseil d'administration, 98 1/2 % aux actionnaires. Dernier dividende payé le 27 décembre 1926, coupon n° 5 par 7 francs brut ou 4 fr. 66 net."
532403,1656,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; affectation au fonds de prévoyance. Le solde aux actions. Dernier dividende payé le 1er décembre 1926, coupon n° 7 par 3 fr. 50 brut ou 1 fr. 60 net."
532420,2421,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; prélèvement à fixer pour un fonds de roulement et une réserve de prévoyance. Sur le solde 10 % au conseil d'administration, 90 % aux actions. Dernier coupon payé, n° 20, le 2 juin 1925 par 30 fr. brut ou 22 fr. 30 net."
532436,616,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Le solde aux actions. Le dividende se paye en juin. Dernier coupon payé, n° 104, le 25 juin 1926, par 21 fr. 50 brut et 14 fr. 30 net."
532461,10498,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur le solde 10 % au Conseil d'administration, le surplus aux actions. Le dividende se paie en juillet et décembre : dernier payé le 6 décembre 1926, coupon n° 12, par 21 francs brut ou 14 fr. 10 net."
532482,615,31/12/1927,"Répartition des bénéfices : 1/15e au moins au fonds de réserve et de prévoyance jusqu'à ce qu'il ait atteint 300.000 francs. Le solde aux actions. Le dividende se paye octobre (acompte) et 16 avril (solde). Dernier coupon payé, n° 11, le 18 octobre par 20 francs brut ou 14 fr. 15 net."
532503,10146,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; intérêt cumulatif de 4 1/2 % aux actions de priorité, prélèvement facultatif pour amortissements et fonds de prévoyance. Sur le solde : 8 % au conseil d'administration, 92 % aux actions de priorité et ordinaires. Dernier, dividende payé, le 2 décembre 1926 par 25 francs brut ou 14 fr. 82 net, coupon n° 14 par action de priorité et coupon n° 2 par 16 francs brut ou 11 fr. 74 net par action ordinaire."
532529,10211,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 8 % d'intérêt cumulatif aux actions de préférence, 8 % non cumulatifs aux actions ordinaires. Sur le surplus : somme égale à 10 % des bénéfices nets, après déduction de la réserve légale ; pour le Conseil d'administration. Le solde aux actions. Dernier coupon payé, n° 8, le 20 octobre 1924 par 8 francs brut et 7 fr. net."
532543,715,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; le surplus aux actions. Après la création des actions privilégiées, la répartition des bénéfices se fera de la façon suivante : 5 % à la réserve légale. Sur le surplus : 6 % aux actions privilégiées, 6 % aux actions ordinaires. Le solde aux actions sans distinction de catégorie. Dernier coupon payé, n° 32, le 27 décembre 1926, par 4 fr. 25 brut ou 2 fr. 79 net."
532558,2411,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; dotation à la réserve extraordinaire, 5 % d'intérêt aux actions. Sur le solde : 15 % au conseil, 60 % aux actions, 25 % aux parts de fondateur. Le dividende se paie en juillet et janvier. Dernier payé le 1er juillet 1926, n° 33, par 22 francs brut et 8 fr. 38 net pour les actions anciennes, et 11 fr. 02 pour les actions nouvelles ; et n° 33 par 56 fr. 31 brut sur les parts."
532578,1632,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; prélèvements de prévoyance facultatifs à fixer. Sur le solde 2 % au Conseil d'administration, 90 % aux actm^ Dernier dividende payé, coupon n° 11, le 20 décembre 1926, par 25 francs flru 18 fr. 533 net au porteur."
532594,10017,31/12/1927,"Répartition des bénéfices : 10 % au fonds de réserve. Sur le solde : 10 % au conseil d'administration et 90 % aux actions. Dernier coupon payé, n° 6, le 25 février 1914, par francs : 7 brut."
532608,10490,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur le surplus, sauf attributions aux réserves et amortissements : 2 % au Conseil et 98 % aux actionnaires. Dernier coupon payé, n° 11, le 15 novembre 1926, par 20 francs brut et 14 fr. 24 net."
532627,10673,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt aux actions. Sur le surplus, 20 % au Conseil d'administration. Sur le solde, 70 % aux actions, 30 % aux parts."
532641,3058,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % à la réserve extraordinaire, 5 % d'intérêt cumulatif aux actions de priorité. Sur le surplus : 5 % d'intérêt non cumulatif aux actions ordinaires, Sur le solde : 10 % au conseil d'administration, 90 % aux actions."
532659,1640,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale jusqu à ce qu'elle atteigne 12.750.000 francs. Le surplus aux actions. Dernier coupon payé n° 10, en décembre 1926, par 100 francs brut et 47 fr. 92 net."
532676,1293,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 5 % au fonds de réserve spécial, 12 % d'intérêt aux actions, 6 % au conseil. Le solde aux actions. Dernier coupon payé, n° 3, le 20 décembre 1926, par 15 francs brut et 9 fr. 95 net aux actions nouvelles."
532693,10497,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, amortissement des travaux neufs, 6 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil d'administration, 90 % aux actions. Dernier dividende payé le 9 avril 1926, coupon n° 30 pour l'action de capital, par 21 fr. 50 brut ou 17 fr. 45 net et coupon n° 30 pour l'action de jouissance, par 26 fr. 50 brut ou 10 fr. 42 net."
532710,2245,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions somme à fixer pour la réserve ; sur le surplus : 5 % au Conseil d'administration, 80 % aux actions, 15 % aux parts. Dernier coupon payé, n° 32, le 15 décembre 1926, par 15 francs brut ou 10 fr. 70 net."
532730,10674,31/12/1927,Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions.
532748,10430,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % au plus dé la valeur originaire des constructions en pierre et 10 % des biens, meubles et immeubles, pour leur amortissement, somme à prélever en faveur du Conseil d'administration. Le solde aux actions."
532760,1642,31/12/1927,"Répartition des bénéfices : la réserve de 300.000 francs étant complète, les bénéfices sont distribués aux actionnaires après les prélèvements nécessaires pour travaux neufs et amortissements. Dernier coupon payé, n° 54, le 31 décembre 1926, par 40 fr. brut ou 29 fr. 45 net."
532774,1651,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur le surplus, sauf prélèvements pour fonds de prévoyance : 2 1/2 % au Conseil et 97 1/2 % aux actionnaires. Dernier dividende payé le 20 décembre 1926 par 30 francs brut ou 22 fr. 10 net au porteur, coupon n° 11."
532791,3056,31/12/1927,"Répartition des bénéfices : les actions « Shansi » ont droit : 1° à 10 % des bénéfices annuels jusqu'à ce qu'elles aient reçu au total £ 1 chacune ; 2° à la moitié du surplus des bénéfices annuels tant que ce pourcentage sera payable, et après, à la moitié des dits bénéfices ; 3° en cas de liquidation, à 50 % du surplus de l'actif après paiement du capital versé."
532808,3237,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur l'excédent : 10 % au conseil d'administration, 2 % pour le comité de direction et le personnel. Sur le solde : deux tiers aux actions et un tiers aux parts de fondateur. Dernier coupon payé, n° 4, le 21 juin 1909, par 5 francs sur les actions ; n° 3, le 25 juillet 1902, sur les parts."
532823,3260,31/12/1927,Répartition des bénéfices : 5 % au fonds de réserve ; le tantième établi par la loi russe au profit de la couronne ; 6 % d'intérêt aux actions privilégiées. Sur le surplus : 10 % au conseil d'administration. Le solde aux actions ordinaires. Le dividende se paye en novembre.
532836,1296,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus 10 % au Conseil d'administration et 90 % aux actions ou affectés à des fonds de prévoyance suivant décision de l'assemblée. Dernier dividende payé le 1er décembre 1926, coupon n° 8 par 20 francs brut ou 11 fr. 84 net."
532855,3019,31/12/1927,"Répartition des bénéfices : 3.750 roubles pour l'entretien de l'école minière Poliakoff, 15 % aux amortissements. Sur l'excédent : 10 % au fonds de réserve. Sur le surplus : 6 % d'intérêt aux actions privilégiées. Sur le solde : 7 % au conseil d'administration, 3 % au personnel, 90 % aux actions. Le dividende se paye en juillet. Dernier coupon payé, en avril 1917 (exercice 1915/16), sur les privilégiées."
532868,10214,31/12/1927,"Répartition des bénéfices : 10 % à la réserve. Sur le solde : 5 % au conseil d'administration et 95 % aux actionnaires. Dernier coupon payé, n° 6, le 25 février 1914."
532882,613,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Le surplus aux actions. Le dividende se paye les 15 janvier (acompte) et 15 juillet (solde). Dernier coupon payé, n° 1, le 15 avril 1924, par 14 francs brut et 11 fr. 14 net."
532906,5154,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions, 10 % au Conseil d'administration ; le solde aux actions. Dernier dividende payé le 21 décembre 1926 par 20 francs brut ou 17 fr. 60 net."
532925,2427,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt cumulatif aux actions de priorité, 5 % aux actions ordinaires. Sur le solde : 10 % au conseil d'administration, 3 % à la direction et au personnel, 87 % aux actions. Le dividende se paie en septembre. Dernier coupon payé, le 15 septembre 1916, n° 9, pour les priorités ; n° 19, pour les ordinaires."
532939,2955,31/12/1927,"Répartition des bénéfices : 5 % au fonds de réserve, 5 % d'intérêt aux actions. Sur le solde : 10 % au conseil d'administration et aux directeurs gérants, 85 % aux actions, 5 % au personnel. Le dividende se paye en février. Dernier coupon payé, n° 23, le 24 février 1914."
532958,2429,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Le solde aux actions. Le dividende se paye en mars (acompte) et septembre (solde). Dernier coupon payé, n° 13, le 1er septembre 1926, par 120 francs brut ou 80 fr. 89 net."
532978,2433,31/12/1927,"Répartition des bénéfices : 5 % d'intérêt aux actions. Sur le solde : 5 % à la réserve, 15 % au conseil d'administration, aux directeurs et aux employés, 80 % aux actions. Le dividende se paye en juillet. Dernier coupon payé, n° 13, le 1er juillet 1926, par 30 dinars brut."
533003,2434,31/12/1927,"Répartition des bénéfices : 10 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 5 % au directeur et employés, 10 % au conseil d'administration, 85 % à la disposition de l'assemblée générale."
533017,1649,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions de capital, 10 % au Conseil d'administration, 10 % pour le personnel, le solde aux actions. Dernier coupon payé n° 7, le 1er octobre 1924, par 10 francs brut ou 7 fr. 50 net pour les actions de jouissance et 1er octobre 1926, coupon n° 1, par 3 fr. 75 brut et 1 fr. 92 net pour les actions de capital."
533038,5435,31/12/1927,"Répartition des bénéfices : Étant entendu que les actions ont droit à un intérêt annuel de 6 % à passer par frais généraux, les bénéfices sont répartis, savoir : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le solde, 10 % au Conseil. Le surplus, sauf amortissements et réserves extraordinaires, est réparti aux actions. Dernier coupon payé n° 24 en novembre 1926 par 22 francs brut."
533053,3492,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le surplus 10 % du Conseil d'administration ; 90 % aux actions. Dernier coupon payé n° 8, le 17 mai 1926 sur les actions A et B par 30 francs brut. Le coupon n° 6 a servi à l'exercice du droit de souscription lors de l'augmentation de capital de 1925."
533075,3091,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur l'excédent : 10 % au conseil d'administration, le solde aux actions. Le dividende se paye en novembre. Le coupon n° 19 a servi à l'exercice du droit de souscription lors de l'augmentation de capital de 1924."
533110,625,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 40 % aux actionnaires, 30 % à un fonds de remboursement du capital, 20 % aux parts de fondateur, 10 % au conseil d'administration. Les actions amorties seront remplacées par des actions de jouissance non productives d'intérêt et, après amortissement de toutes les actions, les bénéfices seront répartis comme suit : 60 % aux actionnaires , 30 % aux parts de fondateur, 10 % au conseil d'administration. Dernier coupon payé n°19, en décembre 1926 par 50 francs brut. Le coupon n° 16 a servi pour exercice au droit de souscription lors de l'augmentation de capital d'avril 1925."
533134,5216,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sommes à affecter à des fonds de réserve et de prévoyance ; 5 % au Conseil d'administration, le solde aux actions."
533151,2694,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions, 12 % au conseil d'administration. Sur le solde : 12 % aux actions, 18,392 % aux parts bénéficiaires 1re série, 21,254 % aux parts bénéficiaires 2e série, le surplus, soit 60,354 % aux actions. Dernier coupon payé sur les actions, n° 16, le 19 juillet 1926, par 10 fr. 05 brut, et pour les parts par 4 fr. 95 brut pour la 1re série et 4 fr. 20 brut pour la 2e série."
533168,10053,31/12/1927,"Répartition des bénéfices : 5 % à 10 % à la réserve légale ; le tantième établi par la loi russe au profit de la couronne ; prélèvement annuel de 100.000 roubles pour l'amortissement des actions privilégiées ; 5 % d'intérêt aux actions privilégiées, sur le surplus : 25 francs de dividende par action ordinaire. Sur l'excédent, 10 % au conseil d'administration et au collège des commissaires. Sur le surplus, sauf prélèvement facultatif pour la réserve extraordinaire : 50 % aux actions privilégiées, 40 % aux actions ordinaires et 10 % aux parts."
533184,3420,31/12/1927,"Répartition des bénéfices s 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le surplus : 10 % au conseil d'administration, prélèvement facultatif pour les fonds de prévoyance et d'amortissement des actions. Le solde aux actions. Le dividende se paye le 15 mai. Dernier coupon payé, n° 11, le 17 mai 1926, par francs : 45 brut. Le coupon n° 10 a servi pour l'exercice du droit de souscription lors de l'augmentation de capital de 1925."
533205,2698,31/12/1927,"Répartition des bénéfices : 5 % à la réserve, 6 % d'intérêt aux actions privilégiées. Sur le surplus : 6 % d'intérêt aux actions ordinaires ; somme nécessaire pour l'amortissement du capital social avant l'expiration de la durée delà Société. Sur le solde : 10 % au conseil d'administration et 90 % aux actions. Dernier coupon payé, n° 31 pour les actions privilégiées et 26 pour les actions ordinaires, en décembre 1926, par 10 francs brut. Les coupons 28 pour les actions de priorité et 28 pour les actions ordinaires ont servi pour l'exercice du droit de souscription lors de l'augmentation de capital de 1925."
533225,5194,31/12/1927,"5 % à la réserve légale, 6 % d'intérêt aux actions ; 10 % au conseil. Le surplus à la disposition de l'assemblée. Le coupon n°9 a servi à l'exercice du droit de souscritpion lors de l'augmentation de capital de 1924."
533248,10579,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus 10 % au Conseil d'administration, le solde aux actions."
533265,2695,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 4 % d'intérêt aux actions. Le solde aux actions sous réserve du droit de la Ville de Paris au supplément de loyer prévu par la convention. Dernier coupon payé, n° 22, en décembre 1926, par francs : 65 francs brut."
533288,5087,31/12/1927,"Répartition des bénéfices: 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil. L'excédent, après affectation aux réserves et amortissements, est distribué aux actionnaires."
533317,3422,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 10 % au Conseil d'administration, 90 % aux actions."
533334,3687,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le surplus 6 % au Conseil d'administration, le solde aux actions. Dernier coupon payé, n° 5, en juin 1926, par 3 fr. 70 brut."
533352,3109,31/12/1927,"5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur l'excédent : sommes à fixer pour fonds d'amortissement et de réserves supplémentaires. Sur le solde : 10 % au conseil d'administration, 70 % aux actions, 20 % aux parts bénéficiaires. Le dividende se paye en décembre. Dernier coupon payé, n°14, en décembre 1926, par francs : 63,27 brut sur les actions ; n° 3 par francs: 58.02 brut sur les parts."
533367,10586,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions, 5 % Conseil d'administration, prélèvement facultatif pour réserves ; le solde aux actions."
533388,10327,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt cumulatif aux actions de priorité, 5 % aux actions ordinaires. Sur le solde : 10 % au Conseil d'administration, 90 % aux actions. Dernier coupon payé sur les actions ordinaires, n° 14, le 20 décembre 1926 par francs : 7 brut."
533421,4875,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur l'excédent : 5 % au conseil d'administration, prélèvement pour les réserves. Le solde est réparti : 60 % aux actions et 40 % aux parts."
533441,2706,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 50 % aux actions, 35 % aux parts de fondateur, 10 % (au maximum 100.000 francs) au conseil d'administration, 5 % au compte d'amortissement des actions. Le dividende se paye les 15 juin (acompte) et 15 décembre (solde). Dernier coupon payé n° 54 en décembre 1926, par francs : 37.50 brut sur les actions, n° 29, par francs : 116.66 brut sur les parts. Le coupon n° 52 a servi pour l'exercice du droit de souscription lors de l'augmentation de capital de 1926."
533456,10572,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le solde 10 % au Conseil d'administration ; le surplus : 5 % à M. Bignon, directeur technique, 95 % aux actions."
533478,4124,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur l'excédent : 5 % d'intérêt aux actions. Sur le surplus : 10 % au directeur, 5 % à la disposition du Conseil pour le personnel supérieur, 5 % au conseil d'administration. Le solde aux actions."
533502,5139,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; dividende cumulatif de 7 % aux actions de priorité ; dividende non cumulatif de 7 % aux actions ordinaires. Sur l'excédent 0 fr. 50. % à chaque membre du Conseil d'administration, le président et le ou les administrateurs délégués ayant droit à 1 % chacun. Sur le surplus, prélèvement facultatifs pour réserves extraordinaires ou fonds de prévoyance ou d'amortissement. Sur l'excédent : 60 % sont répartis entre toutes les actions sans distinction et 40 % entre les parts bénéficiaires."
533528,10545,31/12/1927,Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux action. Sur le surplus 10 % pour le Conseil d'administration : le solde aux actions.
533547,3367,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions, somme à fixer pour la constitution d'un fonds de réserve extraordinaire qui pourra être consacré en tout ou partie à l'amortissement des actions, 8 % au conseil d'administration. Sur le solde : 59 % aux actions et 41 % aux parts bénéficiaires. Le dividende se paye les 15 juillet (acompte) et 5 janvier (solde). Dernier coupon payé, n° 28, en décembre 1926, par francs : 135 brut."
533567,5140,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 1/2 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil, 15 % aux parts, 75 % aux actions. Dernier coupon payé n°7 en mai 1925 par 35 francs brut sur les actions."
533582,2697,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Intérêt de 6 % sur le capital dont chaque action sera libérée et non amortie. L'excédent sauf réserves spéciales, est réparti aux actions. Les fonds de réserve extraordinaire peuvent être affectés par l'assemblée générale ordinaire sur la proposition du Conseil à l'amortissement total ou partiel des actions par voie de tirage au sort ou autrement ; les actions intégralement amorties sont remplacées par des actions de jouissance ayant les mêmes droits que les autres actions sauf l'intérêt de 6 %. Le dividende se paye le 1er juillet. Dernier coupon payé, n° 3 par 40 francs brut, en juillet 1926."
533605,2534,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le solde : 15 % au conseil d'administration, 50 % aux actionnaires, 35 % aux parts de fondateur. Le dividende se paye les 1er janvier (acompte) et 1er juillet (solde). Dernier coupon payé, le 27 décembre 1926, n° 62, par 37 fr. 50 brut sur les actions ; n° 39 par 15 francs sur les parts, le 5 juillet 1926."
533626,3102,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale. Sur le solde : 95 % aux actions, 5 % au conseil d'administration. Dernier coupon payé, n° 41, le 15 juin 1926, par francs : 70 brut."
533658,5288,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt cumulatif aux actions B ; 7 % d'intérêt cumulatif aux actions A. Sur le surplus : 10 % au Conseil ; somme à fixer pour réserves. Sur le solde : 77 1/2 % aux actions sans distinction et 22 1/2 % aux parts. Pendant les deux premiers exercices, en l'absence de bénéfices suffisants, il sera payé aux actions un intérêt intercalaire de 35 francs."
533674,5086,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt à toutes les actions. Sur le solde : 10 % au Conseil et, sauf prélèvements pour fonds de réserve et de prévoyance : 90 % à toutes les actions."
533692,10616,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions. Prélèvements pour amortissements de divers comptes d'actif. Sur le surplus, 10 % au Conseil. Le solde, sauf prélèvements pour fonds de prévoyance et divers, est réparti aux actions."
533709,4388,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus : 15 % au Conseil et 85 % aux actions après affectation aux réserves et amortissements."
533733,5138,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le solde, 15 % au Conseil et 85 % aux actionnaires."
533755,3103,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 4 % d'intérêt aux actions. Sur l'excédent : 0,50 % à chaque membre du conseil d'administration, 1 % au président, à l'administrateur délégué et au directeur, sommes à fixer pour fonds de réserve. Sur le solde : 75 % aux actions, 25 % aux parts bénéficiaires. Dernier coupon payés n° 19, en septembre 1926, par 65 fr. brut pour les actions et par 183 fr. 33 pour le parts."
533771,3368,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 4 % d'intérêt aux actions. Sur l'excédent : 0,50 % à chaque membre du conseil d'administration et au directeur, sommes à fixer pour fonds de prévoyance. Sur le solde : 70 % aux actions, 30 % aux parts bénéficiaires. Le dividende se paye en décembre. Dernier coupon payé en janvier 1926 n° 11 par 25 fr. brut sur les actions ; n° 9, le 20 décembre 1926, par 257 fr 14 brut sur les parts."
533805,10627,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 8 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil. Sur le solde, sauf prélèvements pour réserves et fonds amortissement : 90 % aux actions et 10 % aux parts."
533821,10628,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale, 4 % d'intérêt aux actions ; sur le surplus 10 % au Conseil d'administration, le solde, sauf prélèvements ae prévoyance est réparti aux actions. Le coupon n° 14 a servi pour l'exercice du droit de souscription lors de l'augmentation de capital de 1925, le n°16 lors de celle de 1926."
533842,5478,31/12/1927,"Répartition des bénéfices: 5 % à la réserve légale, 5 % d'intérêt aux actions sur leur capital non amorti, somme à fixer pour le fonds d'amortissement des actions. Sur le solde : 10 % au conseil d'administration, 90 % aux actions."
533866,10622,31/12/1927,Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt aux actions ; sur le surplus 10 % au Conseil d'administration ; le solde aux actions sauf prélèvements en faveur des fonds de prévoyance ou d'amortissement du capital.
533876,5174,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil. Le solde aux actions, sauf prélèvements pour fonds de réserve ou d'amortissement."
533889,3112,31/12/1927,"5 % à la réserve légale ; 6 % d'intérêt aux actions, somme à fixer pour fonds de réserves. Sur le solde : 10 % au conseil d'administration, 90 % aux actions. Le coupon n°19 a servi pour l'exercice du droit de souscription lors de l'augmentation du capital de juin 1925 ; le coupon n° 22 lors de celle de 1926."
533909,2699,31/12/1927,"5 % à la réserve légale ; 6 % d'intérêt non cumulatif aux actions de priorité. Sur l'excédent : 10 % au conseil d'administration, sommes à fixer pour les fonds de prévoyance et le fonds d'amortissement des action. Sur le solde : 25 % aux actions de prioprité, 75 % aux actions ordinaires. Le dividende se paye en juin. Dernier coupon payé, le 20 Juin 1926,n° 15, par francs : 11 fr. 47, sur les actions de priorité ; n°9, par 90 fr. 94, sur les actions ordinaires ; n° 7 par 12 fr. 59 sur les actions de jouissance. Le coupon n°7 des actions ordinaires et n°13 des actions de priorité a servi pour l'exercice du droit de souscription lors de l'augmentation de capital de 1925."
533933,10711,31/12/1927,"Répartition des bénéfices : 5 % à la réserve légale ; premier dividende de 8 % aux actions de priorité, premier dividende de 8 % aux actions ordinaires. Sur le surplus : 10 % au Conseil. Sur le solde, 8 1/3 % aux parts bénéficiaires et, sauf prélèvements exceptionnels à fixer par l'assemblée, 91 2/3 % aux actions de priorité et ordinaires sans distinction."
